FECHA,LINEA,TURNO,EQUIPO,DAÑO,RAZON,TIEMPO,FRECUENCIA,AÑO,MES,,,,,,
09/05/2026,Jabonería Barranquilla,2,BOMBA PRINCIPAL DE LA TORRE DE ENFRIAMIENTO MARLEY,contactor BOMBA TORRE GLACIAR disparado,PERDIDA DE VACIO EN EL PROCESO,120,1,2026,MAYO,,,,,,
09/05/2026,Jabonería Barranquilla,3,BOMBA PRINCIPAL DE LA TORRE DE ENFRIAMIENTO MARLEY,PERDIDA DE VACIO PROCESO,"BOMBA PRINCIPAL TORRE GLACIAR DETENIDA, SE ENCUENTRA CONTACTOR PROTEGIDO, SE HACE CAMBIO A BOMBA AUXILIAR",84,1,2026,MAYO,,,,,,
09/05/2026,Jabonería Barranquilla Binacch,1,error,PUNTA TORNILLO IZQUIERDO COMPRESORA 1,"planta Binacci detenida por daño en la punta del tornillo izquierdo de la compresora 1, adicional se encuentra que el motor se sigue recalentando, planta es intervenida por mtto.",240,1,2026,MAYO,,,,,,
10/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,se parte reja de seguridad k1,durante el proceso se parte un fragmento de la reja de seguridad de la maquina,45,1,2026,MAYO,,,,,,
10/05/2026,Refinación Física Gianazza,1,BOMBA DEL BLANQUEADOR CONTINUO (P3263),pérdida de ceba,fuga por sello mecánico,90,1,2026,MAYO,,,,,,
10/05/2026,Refinación Física Gianazza,3,BOMBA DEL TANQUE DE PRECAPA,NO HAY FLUJO EN LA DESCARGA DE LA BBA,DAÑOS EMECANICOS EN LA BBA DE TK DE PRECAPA,108,1,2026,MAYO,,,,,,
11/05/2026,Jabonería Barranquilla Binacch,1,error,Chilller HITEMA alarmado,chilller alarmado,60,1,2026,MAYO,,,,,,
11/05/2026,Jabonería Barranquilla Binacch,2,error,TORRE GLACIAR/ MOTOR TORRE GLACIAR,"disparo bomba principal torre glaciar. se pierde vacio en la planta / disparo del motor de la compresora, se detienen tornillos",120,1,2026,MAYO,,,,,,
11/05/2026,Krupp No1,2,SOPLADORA KRUPP N°1,se baja postizo lado izquierdo,habían unos tornillos flojos del cilindro hidráulico.,40,1,2026,MAYO,,,,,,
11/05/2026,Krupp No1,2,,se compacto material en el molino.,"las rebabas estaban saliendo muy caliente, se detuvo la Krupp 1 para corregir problema en el molino.",90,1,2026,MAYO,,,,,,
11/05/2026,Refinación Física Gianazza,3,DOSIFICADOR DE TIERRA N°2 (DS3262),SE FRENA EL EJE DEL DOSIFICADOR,RODAMIENTOS COLMATADOS CON ARCILLA ADHERIDA EN SU INTERIOR,117,1,2026,MAYO,,,,,,
12/05/2026,A2,2,BOMBA DE ALIMENTACIÓN A2,FALLA MOTOR BOMBA,DISPARO GUARDAMOTOR,20,1,2026,MAYO,,,,,,
12/05/2026,A2,3,ENCARTONADORA A2,FALLA MAQUINA,DAÑO EN PALA DE ARRASTRE,30,1,2026,MAYO,,,,,,
12/05/2026,Jabonería Barranquilla,2,CORTADORA DE JABONES L1,puente de teflon partido,"puente de la cortadora se dobla, jabon se atasca",150,1,2026,MAYO,,,,,,
12/05/2026,Jabonería Barranquilla,3,CORTADORA DE JABONES L1,puente de la cortadora partido // cuchilla de la c,"jabon atascado, cuchilla de la cortadora, trabajando defectuosa, al final se dobla por el continuo roce con el puente.",180,1,2026,MAYO,,,,,,
12/05/2026,Jabonería Barranquilla,3,SELLADORA DE CAJAS L1,encintadora se desajusta,cajas mal encintadas,97,1,2026,MAYO,,,,,,
12/05/2026,Linea 2 Sólidos Barranquilla,1,error,FALLA PLANCHA,DAÑO Y O AJUSTE SOPORTE PLANCHA,294,1,2026,MAYO,,,,,,
12/05/2026,Linea 5 Litros-4 boquillas,2,BOMBA DE ALIMENTACIÓN A3,FALLA BOMBA ALIMENTACION,MANTENIMIENTO Y CAMBIO,120,1,2026,MAYO,,,,,,
13/05/2026,A1,1,POSICIONADORA DE ENVASES A1,FALLA MAQUINA,FUGA DE AIRE POR MANGUERA,17,1,2026,MAYO,,,,,,
13/05/2026,A1,2,ETIQUETADORA A1,FALLA MAQUINA,DAÑO EN CARRILA,95,1,2026,MAYO,,,,,,
13/05/2026,A1,2,POSICIONADORA DE ENVASES A1,FALLA EN MAQUINA,FUGA DE AIRE EN POSIMAT,15,1,2026,MAYO,,,,,,
13/05/2026,Jabonería Barranquilla,1,CORTADORA DE JABONES EASYCUT,puente partido,"puente con averia, hace que el jabon se atasque",100,1,2026,MAYO,,,,,,
13/05/2026,Krupp No2,2,SOPLADORA KRUPP N°2,limpieza de cabezal,limpieza de cabezal por los soldadores.,41,1,2026,MAYO,,,,,,
13/05/2026,Refinación Física Gianazza,3,BOMBA DEL BLANQUEADOR CONTINUO (P3263),FUGA DE MP POR SELLO MECANICO,DAÑOS EN EL SELLO MECANICO DE LA BBA,90,1,2026,MAYO,,,,,,
14/05/2026,A1,1,POSICIONADORA DE ENVASES A1,FALLA POSIMAT,FUGA EN MANGUERA,17,1,2026,MAYO,,,,,,
14/05/2026,Bidones,1,LLENADORA DE BIDONES N°2,FALLA MANGUERA TK INTERNO,FUGA MANGUERA,45,1,2026,MAYO,,,,,,
14/05/2026,Refinación Física Gianazza,3,BOMBA DEL BLANQUEADOR CONTINUO (P3263),NO SOSTIENE LA PRESION EN LA DESCARGA HACIA LOS FI,DAÑOS EN EL CUERPO DE LA BBA Y EN ELEMENTOS MECANICOS DE SELLADO,183,1,2026,MAYO,,,,,,
15/05/2026,Refinación Física Gianazza,3,BOOSTER,SALE DE LINEA CHILLER TRANE,ALARMAS VARIAS EN SISTEMA DE CONTROL DE FLUJO DE AGUA,129,1,2026,MAYO,,,,,,
15/05/2026,Refinación Química 500 Ton,1,BOMBA DEL TANQUE PULMÓN DE ACEITE CRUDO,pérdida de flujo,ajuste en la frecuencia del variador para aumentar el caudal,60,1,2026,MAYO,,,,,,
16/05/2026,A2,1,BOMBA DE ALIMENTACIÓN A2,FALLA MOTOR BOMBA,DAÑO EN CONTACTOR,140,1,2026,MAYO,,,,,,
16/05/2026,Krupp No1,3,SOPLADORA KRUPP N°1,fuga de aceite cilindro hidraulico lado derecho pa,vástago del cilindro rayado.,300,1,2026,MAYO,,,,,,
16/05/2026,Refinación Química 500 Ton,1,BOMBA DEL TANQUE 1R,EQUIPO NO OPERA,DAÑO EN ELASTOMERO DEL EQUIPO,154,1,2026,MAYO,,,,,,
17/05/2026,A2,3,POSICIONADORA DE ENVASES A2,FUGA DE AIRE,FUGA UNIDAD DE MANTENIMIENTO,26,1,2026,MAYO,,,,,,
17/05/2026,Refinación Física Gianazza,3,BOMBA DEL BLANQUEADOR CONTINUO (P3263),pérdida de presión,impulsor obstruido,60,1,2026,MAYO,,,,,,
18/05/2026,Bidones,1,LLENADORA DE BIDONES N°2,SE DETECTA DAÑO EN SENSOR DE NIVEL DEL TANQUE,SE DETECTA DAÑO EN SENSOR DE NIVEL DEL TANQUE,180,1,2026,MAYO,,,,,,
18/05/2026,Refinación Física Gianazza,3,CALDERA WANSON (H9301),no arranca,nivel bajo de agua en el tanqu ede expansión de la caldera Wanson,374,1,2026,MAYO,,,,,,
19/05/2026,Jabonería Barranquilla,2,BOMBA DE ALIMENTACIÓN L1,bomba atascada,entrada de jabón a la camara y por ende a las compresora nula,180,1,2026,MAYO,,,,,,
19/05/2026,Jabonería Barranquilla,3,BOMBA DE ALIMENTACIÓN L1,bomba de alimentación atascada,bomba atascada,120,1,2026,MAYO,,,,,,
19/05/2026,Jabonería Barranquilla Binacch,1,error,daño motor de la compresora #2,"fuerte ruido, olor a quemado en el area circundante",400,1,2026,MAYO,,,,,,
21/05/2026,Jabonería Barranquilla,2,BANDA TRANSPORTADORA DE CAJAS LLENAS,platina caida,las cajas se atascan cuando van a entrar a la encintadora,40,1,2026,MAYO,,,,,,
21/05/2026,Jabonería Barranquilla,2,BANDA TRANSPORTADORA DE SALIDA DE JABONES DE LA CO,clavija llena de jabón,problemas al momento de operar la banda,120,1,2026,MAYO,,,,,,
22/05/2026,Jabonería Barranquilla Binacch,1,error,DAÑO MOTO REDUCTOR BANDA DE EMAPAQUE,banda se detiene por daño del moto reductor,56,1,2026,MAYO,,,,,,
22/05/2026,Jabonería Barranquilla Binacch,2,error,DAÑO EN EL MOTO REDUCTOR BANDA DE EMPACADORES,MOTOR FUE ENTREGAGO A BSM PARA SU REVISION Y REPARACIÓN,480,1,2026,MAYO,,,,,,
22/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,banda que saca los bidones de las maquinas desalin,encontraron un rodillo con el eje en mal estado.,70,1,2026,MAYO,,,,,,
22/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,bajaron un rodillo de la banda que saca los bidone,la banda estaba desalineada. el eje del rodillo estaba en mal estado.,70,1,2026,MAYO,,,,,,
22/05/2026,Linea 1 Sólidos Barranquilla,2,PERFECTOR L1,DAÑO EN MOTOBOMBA DE AGUA CALIENTE,DAÑO EN MOTOBOMBA DE AGUA CALIENTE,190,1,2026,MAYO,,,,,,
22/05/2026,Refinación Química 500 Ton,2,BOMBA DEL TANQUE 1R,EQUIPO DISMINUYE FLUJO Y PRESENTA RUIDO,AVERIA INTERNA DEL EQUIPO,24,1,2026,MAYO,,,,,,
22/05/2026,Refinación Química 500 Ton,3,BOMBA DEL TANQUE 1R,pérdida de caudal en la bomba del 2R,inconvenientes con tornillo interno,252,1,2026,MAYO,,,,,,
23/05/2026,Jabonería Barranquilla,3,SELLADORA DE CAJAS L1,averia cadena de la banda selladora de cajas,banda de la maquina selladora se detiene,80,1,2026,MAYO,,,,,,
23/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,se solto cilindro neumatico que el calibrador hidr,se aflojaron los tornillos que lo sujetan.,30,1,2026,MAYO,,,,,,
23/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,postizo lado izquierdo no cierra bien.,el cilindro hidráulico lado izquierdo parte adelante tiene el vástago partido.,40,1,2026,MAYO,,,,,,
24/05/2026,Jabonería Barranquilla,2,BANDA TRANSPORTADORA DE EMPAQUE DE JABONES,PUNTO DE SOLDADURA SE PARTE,"BANDA QUEDA DESTENSIONADA, Y CON EJE DEL RODILLO DESCUADRADRO",38,1,2026,MAYO,,,,,,
24/05/2026,Jabonería Barranquilla Binacch,1,error,ENCINTADORA DE CAJAS CON DESAJUSTES,ENCINTADORA HACIENDO SELLADO MAL DE LA CAJA CON PRODUCTO,60,1,2026,MAYO,,,,,,
24/05/2026,Linea 2 Sólidos Barranquilla,1,error,DAÑO EN ESPARRAGOS PLANCHA DE SELLADO,DAÑO EN ESPARRAGOS PLANCHA DE SELLADO,180,1,2026,MAYO,,,,,,
25/05/2026,A1,1,ETIQUETADORA A1,DAÑO EN CARRILAS,DAÑO EN CARRILAS,65,1,2026,MAYO,,,,,,
25/05/2026,A2,3,LLENADORA DE ENVASES A2,DESAJUSTE DE RIEL,DESAJUSTE DE RIEL,51,1,2026,MAYO,,,,,,
26/05/2026,A1,3,ENCARTONADORA A1,corto circuito,intervencion en maquina modulo PLC,100,1,2026,MAYO,,,,,,
26/05/2026,A2,1,LLENADORA DE ENVASES A2,DAÑO EN TORNILLO SOPORTE DE RIEL,DAÑO EN TORNILLO SOPORTE DE RIEL,80,1,2026,MAYO,,,,,,
26/05/2026,A2,2,ENCARTONADORA A2,CORTO CIRCUITO EN TABLERO ELECTRICO DE LA MAQUINA,CORTO CIRCUITO EN TABLERO ELECTRICO DE LA MAQUINA,70,1,2026,MAYO,,,,,,
26/05/2026,Bidones,1,BOMBA DE ALIMENTACIÓN BIDONES,INTERVENCION,SE DISPARA BOMBA POR INTERVENCION EN EL TABLERO PRINCIPAL.,25,1,2026,MAYO,,,,,,
26/05/2026,Bidones,1,LLENADORA DE BIDONES N°1,DAÑO EN CELDA # 3,PARO POR DAÑO EN UNA CELDA DE LA BOQUILLA 3,29,1,2026,MAYO,,,,,,
26/05/2026,Jabonería Barranquilla,2,BOMBA DE ALIMENTACIÓN L1,Bomba de alimentación atascada,"Flujo de Jabón no era el suficiente, se bajo cadencia",40,1,2026,MAYO,,,,,,
26/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,SENSOR DE LA REJA IZQUIERDA NO MANDA LA SEÑAL.,"LA REJA SE SALIA DEL RIEL, SE BAJO LA REJA Y LE FALTABAN LAS DOS GUIAS GIRATORIAS, SE COLOCARON LAS DOS GUIAS Y SE AJUSTO EL CILINDRO Y SE VOLVIO A MNTAR.",120,1,2026,MAYO,,,,,,
26/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,PINZAS NO CIERRA.,"SE ENCONTRO QUE NO LE ESTABA LLEGANDO LA SEÑAL A LA ELECTROVALVULA, SE CORRIGE EL PROBLEMA.",30,1,2026,MAYO,,,,,,
26/05/2026,Linea 2 Sólidos Barranquilla,1,error,DAÑO EN PLANCHA DE LA MAQUINA,SE PARTE ESPARRAGO,270,1,2026,MAYO,,,,,,
26/05/2026,Linea 2 Sólidos Barranquilla,3,error,DAÑO EN TORNILLO QUE AJUSTA EL ELECTRODO DE LA PLA,DAÑO EN TORNILLO QUE AJUSTA EL ELECTRODO DE LA PLANCHA,30,1,2026,MAYO,,,,,,
27/05/2026,A2,1,ENCARTONADORA A2,CAMBIO DE BLIOQUE PLC,CAMBIO DE BLIOQUE PLC,65,1,2026,MAYO,,,,,,
28/05/2026,Jabonería Barranquilla,1,SELLADORA DE CAJAS L1,CAJAS MAL ENCINTADAS O ATASCADAS EN LA ENTRADA DE,PIÑON DEL EJE DE LA BANDA LATERAL DE LA SELLADORA DE CAJAS DESGASTADO,66,1,2026,MAYO,,,,,,
28/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,POSTIZOS NO BAJAN.,"MTO INTERVIENE Y ENCONTRO LA ELECTROVALVULA DAÑADA, SACARON UNA DEL ALMACEN LA COLOCARON Y ARRANCO PROCESO.",60,1,2026,MAYO,,,,,,
28/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,BOMBA CON RUIDO.,"NIVEL DE ACEITE BAJO, SE REPONE EL NIVEL, TAMBIEN SE ENCONTRO LOS DOS TORNILLOS QUE SUJETAN LA BOMBA FLOJO, MTO LO AJUSTO.",57,1,2026,MAYO,,,,,,
28/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,CALIBRADOR NEUMATICO NO BAJA NI SUBE.,"SE BAJO Y SE LE REALIZO MAT, LUEGO SE MONTO.",60,1,2026,MAYO,,,,,,
28/05/2026,Refinación Física Gianazza,3,DOSIFICADOR DE TIERRA N°2 (DS3262),FUGA ABUNDANTE DE ARCILLAS DE BLANQUEO,DAÑOS EN LOS RODAMIENTOS DEL TORNILLO DOSIFICADOR,82,1,2026,MAYO,,,,,,
29/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,SENSOR POSTIZO CERRADO NO ESTABA DANDO LA SEÑAL.,SE REVISO Y SE ENCONTRO UNA LINEA SUELTA.,50,1,2026,MAYO,,,,,,
29/05/2026,Linea 1 Sólidos Barranquilla,1,COMPRESOR VILTER No1,FALLLA COMPRESOR VILTER,FILTRO SATURADO,240,1,2026,MAYO,,,,,,
29/05/2026,Linea 1 Sólidos Barranquilla,2,COMPRESOR VILTER No1,FALLA COMPRESOR,BAJA PRESION DE ACEITE,20,1,2026,MAYO,,,,,,
29/05/2026,Linea 1 Sólidos Barranquilla,2,COMPRESOR VILTER No1,FALLA COMPRESOR,CAMBIO FILTRO,30,1,2026,MAYO,,,,,,
29/05/2026,Linea 1 Sólidos Barranquilla,2,COMPRESOR VILTER No1,FALLA COMPRESOR,FALLO BOMBA V PLUS,35,1,2026,MAYO,,,,,,
29/05/2026,Refinación Física Gianazza,2,DOSIFICADOR DE TIERRA N°2 (DS3262),DEMASIADA FUGA DE MATERIAL AL EXTERIOR,"DAÑOS EN LOS RODAMIENTOS DEL EQUIPO. SE DESOCUPO DESODORIZADOR EN T1, SE RECIBIO T2 LLENANDOLO DE NUEVO",149,1,2026,MAYO,,,,,,
30/05/2026,Krupp No1,1,SOPLADORA KRUPP N°1,postizo lado izquierdo se baja.,se encontró cilindro hidráulico lado derecho parte trasera desajustado.,50,1,2026,MAYO,,,,,,
30/05/2026,Refinación Física Gianazza,1,CALDERA WANSON (H9301),no arranca,daño en la rotula del blower,101,1,2026,MAYO,,,,,,
31/05/2026,A2,3,LLENADORA DE ENVASES A2,FALLA MAQUINA,FALATAN TORNILLOS EN RIEL,60,1,2026,MAYO,,,,,,
31/05/2026,Krupp No2,1,SOPLADORA KRUPP N°2,SE ENCUENTRA LINEA EN FALSO DE ESTACION DE MANDO D,SE ENCUENTRA LINEA EN FALSO DE ESTACION DE MANDO DE EMERGENCIA LADO DERECHO,30,1,2026,MAYO,,,,,,
01/06/2026,Krupp No1,2,SOPLADORA KRUPP N°1,sistema de vacio molestando,"la presion de vacio esta muy debil, y no alcanza a jalar el materia, mto cambio unos empaque, pero sigue igual.",480,1,2026,JUNIO,,,,,,
01/06/2026,Krupp No1,3,SISTEMA DE VACIO,SISTEMA DE VACÍO NO HALA EL MATERIAL,SISTEMA DE VACÍO NO HALA EL MATERIAL,240,1,2026,JUNIO,,,,,,
01/06/2026,Krupp No2,2,SOPLADORA KRUPP N°2,sistema de vacio molestando.,"la presion de vacio esta muy debil, y no alcanza a jalar el material, mto cambio unos empaques, pero sigue igual.",480,1,2026,JUNIO,,,,,,
01/06/2026,Linea 2 Sólidos Barranquilla,1,error,FALLA EMPACADORA,DISPARO BREAKER,45,1,2026,JUNIO,,,,,,
01/06/2026,SBO6,1,error,DAÑO VALVULA DE SUCCION DE LA ETAPA 4,DAÑO VALVULA DE SUCCION DE LA ETAPA 4,120,1,2026,JUNIO,,,,,,
02/06/2026,A2,3,BANDA TRANSP. DE ACEITES 1A,FALLA BANDA,OBSTRUCCION EN SENSOR DE CAJAS,30,1,2026,JUNIO,,,,,,
02/06/2026,Krupp No1,1,SISTEMA DE VACIO,no succiona material,no succiona material,416,1,2026,JUNIO,,,,,,
02/06/2026,Krupp No1,2,SOPLADORA KRUPP N°1,problema con el vacio,el tk del filtro estaba la soldadura desprendida,120,1,2026,JUNIO,,,,,,
02/06/2026,Krupp No2,2,SOPLADORA KRUPP N°2,problema con el vacio,soldadura del tk del filtro desprendida.,120,1,2026,JUNIO,,,,,,
03/06/2026,Bidones,1,BOMBA DE ALIMENTACIÓN BIDONES,FALLA BOMBA,DAÑO EN ACOPLE,80,1,2026,JUNIO,,,,,,
03/06/2026,Krupp No2,2,SOPLADORA KRUPP N°2,SENSOR ENSANCHADOR CERRADO NO DABA LA SEÑAL,SE ENCONTRO LOS CABLES DAÑADO.,60,1,2026,JUNIO,,,,,,
03/06/2026,Linea 2 Sólidos Barranquilla,3,error,FALLA MAQUINA EMPACADORA,DAÑO ELECTRICO EN RESITENCIA,145,1,2026,JUNIO,,,,,,
04/06/2026,A2,1,ENCARTONADORA A2,FALLA MAQUINA,DAÑO SENSOR SOLAPA LARGA,25,1,2026,JUNIO,,,,,,
04/06/2026,Krupp No1,1,SOPLADORA KRUPP N°1,"placa de golpe en mal estado , boca del bidon","placa de golpe en mal estado , boca del bidon",400,1,2026,JUNIO,,,,,,
04/06/2026,Krupp No2,2,SOPLADORA KRUPP N°2,MANGA SALE MUY TORCIDA,EL POTENCIOMETRO DEL PARISON SE QUEDA PEGADO.,240,1,2026,JUNIO,,,,,,
04/06/2026,Linea 2 Sólidos Barranquilla,1,error,FALLA EMPACADORA,DAÑO ELECTRICO EN RESISTENCIA PLANCHA,322,1,2026,JUNIO,,,,,,
04/06/2026,Linea 2 Sólidos Barranquilla,2,error,FALLA EMPACADORA,DAÑO EN RESITENCIA PLANCHA,207,1,2026,JUNIO,,,,,,
06/06/2026,Bidones,3,error,DAÑO EN BANDA EN MAQUINA SODEMAQ,DAÑO EN BANDA EN MAQUINA SODEMAQ,30,1,2026,JUNIO,,,,,,
06/06/2026,Jabonería Barranquilla,3,CHILLER CARRIER,Chiller HITEMA alarmado,Se reinicia CHILLER en dos ocaciones; genera alarma B11P,10,1,2026,JUNIO,,,,,,
06/06/2026,Linea 2 Sólidos Barranquilla,3,error,DAÑO EN PLANCHA DE SELLADO,DAÑO EN PLANCHA DE SELLADO,89,1,2026,JUNIO,,,,,,
06/06/2026,Refinación Física Gianazza,2,BOMBA DE ACEITE DESAIREADO (P4272),EQUIPO NO BOMBEA PRODUCTO,AVERIA EN ELASTOMERO POR RUPTURA,136,1,2026,JUNIO,,,,,,
07/06/2026,Krupp No2,3,SOPLADORA KRUPP N°2,sensor ensanchador cerrado no da la señal,se encontró dos cables sueltos,40,1,2026,JUNIO,,,,,,
07/06/2026,Linea 2 Sólidos Barranquilla,1,error,DAÑO EN PLANCHA DE SELLADO,DAÑO EN PLANCHA DE SELLADO,300,1,2026,JUNIO,,,,,,
08/06/2026,A1,3,ENCARTONADORA A1,DAÑO EN SENSOR CAPACITIVO DETECTOR DE CARTON,DAÑO EN SENSOR CAPACITIVO DETECTOR DE CARTON,15,1,2026,JUNIO,,,,,,
08/06/2026,Krupp No2,3,SOPLADORA KRUPP N°2,sensor ensanchador trasero no manda la señal,no estaba censando.,11,1,2026,JUNIO,,,,,,
09/06/2026,A1,1,ENCARTONADORA A1,"DAÑO EN SENSOR CAPACITIVO, DOSIFICADOR DE CARTON","DAÑO EN SENSOR CAPACITIVO, DOSIFICADOR DE CARTON",59,1,2026,JUNIO,,,,,,
09/06/2026,Refinación Física Gianazza,1,ENFRIADOR FINAL (E4272) (AGUA/ACEITE RBD),humedad alta en el RBD,Pase de agua de enfriamiento al aceite RBD,120,1,2026,JUNIO,,,,,,
09/06/2026,Refinación Química 500 Ton,3,BOMBA HIDROFLOW,pérdida de presión,caída de presión hay revisar la carcaza del tanque,30,1,2026,JUNIO,,,,,,
10/06/2026,Jabonería Barranquilla Binacch,1,error,desajuste sensor paleta banda de entrada,desajuste sensor paleta banda de entrada,15,1,2026,JUNIO,,,,,,
10/06/2026,Linea 2 Sólidos Barranquilla,1,error,DAÑO EN PLANCHA DE SELLADO,DAÑO EN PLANCHA DE SELLADO,142,1,2026,JUNIO,,,,,,
11/06/2026,A1,2,BANDA TRANSP. DE ENTRADA A LA ENCARTONADORA A1,SE PARTE CINTA TRANPORTADORA,SE PARTE CINTA TRANPORTADORA,35,1,2026,JUNIO,,,,,,
11/06/2026,A2,1,ENCARTONADORA A2,CAMBIO DE RESORTE EN EMBRAGUE,CAMBIO DE RESORTE EN EMBRAGUE,31,1,2026,JUNIO,,,,,,
11/06/2026,Jabonería Barranquilla Binacch,1,error,mordaza maquina flowpack individual,jabon no conforme por corte de papel en la maquina envolvedora deficiente,293,1,2026,JUNIO,,,,,,
11/06/2026,Krupp No1,1,SOPLADORA KRUPP N°1,SE TUVO QUE QUITAR EL SENSOR DE LA REJA IZQUIERDA,SE LE TUVO QUE DAR PRIORIDAD A LA KRUPP 2 SE LE QUITO EL SENSOR POR LO QUE EN EL ALMACEN NO HAY,360,1,2026,JUNIO,,,,,,
11/06/2026,Krupp No1,3,SOPLADORA KRUPP N°1,SE DAÑO SENSOR ENSANCHADOR CERRADO,SE DAÑO LA LINEA QUE MANDA LA SEÑAL.,69,1,2026,JUNIO,,,,,,
11/06/2026,Krupp No2,1,SOPLADORA KRUPP N°2,SENSOR QUE SE LE HABIA INSTALADO DE LA KRUPP 1 NO,SENSOR NO SERVIA SE TUVO QUE BUSCAR OTRA REF,180,1,2026,JUNIO,,,,,,
12/06/2026,A2,3,BANDAS TRANSP. DE ENVASE - CEDIS,SE PARTE BANDA Y BASE DEL REDUCTOR EN BANDA PUENTE,SE PARTE BANDA Y BASE DEL REDUCTOR EN BANDA PUENTE CEDIS,167,1,2026,JUNIO,,,,,,
12/06/2026,Bidones,3,BANDA TRANSPORTADORAS ENVASE - CEDIS,SE PARTE BANDA Y MOTOREDUCTOR DEL PUENTE,SE PARTE BANDA Y MOTOREDUCTOR DEL PUENTE,180,1,2026,JUNIO,,,,,,
13/06/2026,Bidones,1,error,ARREGLO EN BANDA MAQUINA SODEMAQ,ARREGLO EN BANDA MAQUINA SODEMAQ,15,1,2026,JUNIO,,,,,,
13/06/2026,Krupp No1,3,SOPLADORA KRUPP N°1,BIDON SALE CON REBABA EN EL ASA,"POSTIZO LADO DERECHO PRESENTA UNA ABERTURA DEL LADO DEL ASA Y SE METE EL MATERIAL, SE LE HECHO SOLDADURA EN FRIO PARA PODER TRABAJAR.",300,1,2026,JUNIO,,,,,,
14/06/2026,Bidones,2,LLENADORA DE BIDONES N°1,intervencion de mtto sistema de colcacion de etiqu,intervención de mtto sistema de colocación de etiquetas x correa partida,40,1,2026,JUNIO,,,,,,
14/06/2026,Krupp No2,3,SOPLADORA KRUPP N°2,MAQUINA NO HACE CONVERGENTE NI DIVERGENTE,MAQUINA NO HACE CONVERGENTE NI DIVERGENTE,40,1,2026,JUNIO,,,,,,
15/06/2026,A2,1,BANDA TRANSP. ENTRADA A LA ENCARTONADORA A2,DAÑO EN BANDA ENTRADA,DAÑO EN BANDA ENTRADA,90,1,2026,JUNIO,,,,,,
15/06/2026,A2,2,BANDA TRANSP. ENTRADA A LA ENCARTONADORA A2,BANDA PARTIDA,BANDA PARTIDA,40,1,2026,JUNIO,,,,,,
15/06/2026,Bidones,1,LLENADORA DE BIDONES N°1,SENSOR VIDEO JET AVERIADO,SENSOR VIDEO JET AVERIADO,30,1,2026,JUNIO,,,,,,
16/06/2026,A1,1,BANDA TRANSPORTADORAS ENVASE - CEDIS,intervencion banda BSM,intervención banda BSM,40,1,2026,JUNIO,,,,,,
16/06/2026,A2,1,BANDAS TRANSP. DE ENVASE - CEDIS,intervencion banda x mtto y bsm x constantes acumu,intervención banda mtto y bsm x constantes acumulaciones,30,1,2026,JUNIO,,,,,,
16/06/2026,A2,2,BANDAS TRANSP. DE ENVASE - CEDIS,intervencion banda mtto y bsm,intervención banda mtto y bsm,31,1,2026,JUNIO,,,,,,
16/06/2026,A2,3,ENCARTONADORA A2,FALSO CONTACTO EN MANGUERA MELLER,FALSO CONTACTO EN MANGUERA MELLER,20,1,2026,JUNIO,,,,,,
16/06/2026,Krupp No1,1,SOPLADORA KRUPP N°1,calibrador hidraulico no avanza,estaban partido los tornillos que sujetan la base del cilindro.,120,1,2026,JUNIO,,,,,,
20/06/2026,Krupp No1,3,BOMBA DE RECIRCULACIÓN DEL CHILLER CARRIER,CABLE PARTIDO EN LA BORNERA DEL MOTOR,CABLE PARTIDO EN LA BORNERA DEL MOTOR,30,1,2026,JUNIO,,,,,,
20/06/2026,Krupp No2,1,SOPLADORA KRUPP N°2,POSTIZOS NO SUBEN.,MTO LA BAJO Y LE HIZO MTO Y QUEDO BIEN.,40,1,2026,JUNIO,,,,,,
20/06/2026,Krupp No2,1,SOPLADORA KRUPP N°2,SE TERMINO DE AJUSTAR MOLDE.,PERSONAL ESTABA EN CEDIS REVISANDO UNA PRODUCCION.,90,1,2026,JUNIO,,,,,,
20/06/2026,Krupp No2,3,BOMBA DE RECIRCULACIÓN DEL CHILLER CARRIER,CABLE PARTIDO EN LA BORNERA DEL MOTOR,CABLE PARTIDO EN LA BORNERA DEL MOTOR,30,1,2026,JUNIO,,,,,,
22/06/2026,A1,1,BANDA TRANSPORTADORAS ENVASE - CEDIS,FALLA BANDA,DAÑO EN SENSOR ACUMULACION,80,1,2026,JUNIO,,,,,,
22/06/2026,A2,1,BANDA TRANSP DE ACEITES Y GRASAS,FALLA BANDA,FALLA EN SENSOR ACUMULACION,80,1,2026,JUNIO,,,,,,
22/06/2026,A2,2,BANDA TRANSP DE ACEITES Y GRASAS,FALLA BANDA,FALLA SENSOR ACUMULACION,78,1,2026,JUNIO,,,,,,
